trigram,trigram_frequency
مَیں بھی رُک,1
مَاو تُو اَوّلِ,1
ميں کرگس کا,1
ميں رہتا ہوں,1
ميں تو اقبال,1
ميں تفاوت نہيں,1
ميں بلاتا تو,1
ميں اس فکر,1
ميرے ستائے نہ,1
ميری انتہا کيا,1
ميری ابتدا کيا,1
مُند گئیں کھولتے,1
مُژدہ اے ذَوقِ,1
مِرے غمخوار کے,1
مٹا سکا کیا,1
مژگان حور تھا,1
مژدۂ قتل مقدر,1
مژدہ اے مرغ,1
مٹتا ہے فوتِ,1
مٹانے نہ آئیں,1
مٹاتا ہے کس,1
مٹا دیا جو,1
مِنت کشِ دوا,1
مٹا دی اپنی,1
مٹ گئیں اجزائے,1
مٹ گئی کہ,1
مٹ جاتا ہے,1
مٹ جائے نشاں,1
مِنّت کشِ دوا,1
منصور نہیں حسرت,1
منزلِ گم گشتہ,1
میں جلوہ گل,1
مفت ہاتھ آئے,1
مقام پہ دو,1
مقام مسجد و,1
مقام مرگ و,1
مقام فیضؔ کوئی,1
مقام شوق میں,1
مقام شوق ترے,1
مقام سے گزر,1
مقام سے آگے,1
مقام رنگ و,1
مقام بندگی دے,1
مقام آیا ذرا,1
مقام آرزو کر,1
مقابل میں خفائی,1
مقابل میں آرزو,1
مقابل آئے موت,1
مقام کبريا کيا,1
مقام ہے اعراف,1
مقامات آہ و,1
مقصود ھے پہنچے,1
ملا دیوے آکے,1
ملا دیا تو,1
ملا تو لب,1
مل کر خاک,1
مل جائے مجھے,1
مل بیٹھے تو,1
مقصود ھم ساتھ,1
مقتل شہر میں,1
مقرر ہے پھر,1
مقدر ہے جو,1
مقدر کے ہارے,1
مقدر کا ستارا,1
مقدر جسے منزلوں,1
مقتل میں مرے,1
مفسر تاویل سے,1
مغرور ہے اسد,1
ملا لیں یارب,1
مغربیوں کا جنوں,1
معشوق فریبی ہے,1
معرکے باقی ہمیشہ,1
معرکہ آزما کوئی,1
معراج اقبال تیری,1
معذور نہیں ھوں,1
معذور نہیں صاف,1
معذور جنوں ہوں,1
معدن کو میرے,1
معجزوں پہ یقیں,1
معتقدِ میر نہیں,1
معتبر ٹھہرے اگرچہ,1
معانی کا کہہ,1
معاني ميں تفاوت,1
معاملہ ہے عجیب,1
معاملہ قد سے,1
معلوم دشت میں,1
معلوم کس کس,1
معلوم کون جانے,1
معنی کو کہ,1
مغربیاں جلوہ ہائے,1
مغرب کے مے,1
مغاں ہے مرد,1
معین ہے نیند,1
معین ھے نیند,1
معین ملت و,1
معنی خراب جب,1
معلوم کیا وہ,1
معنی اسد محمل,1
معمورِ تمنا ہو,1
معماے آگہی شبنم,1
معمارِ حسرت ہا,1
معلوم ہے ہنگامۂ,1
معلوم ہے جنت,1
ملا سے ہے,1
ملا کي اذاں,1
منزلوں سے پکارے,1
ملے بلندیِ دستِ,1
منت کش فسون,1
منت درباں کیے,1
منبر کی کہ,1
منبر و محراب,1
من حیثء قوم,1
من تکیہ مقدور,1
ممکن نہیں ہے,1
ممکن نہیں کہ,1
ممنون معاصی نہ,1
ملے یہ بات,1
ملے گا وہ,1
ملے گا نماز,1
ملے کہو کیا,1
ملے ویرانئ دل,1
ملے شیخ کو,1
منت کش گلبانگ,1
منتظر جوہر سواد,1
منتظر نظر آ,1
منزل آئے آئیں,1
منزلت عزلت آبادِ,1
منزل ہم جہاں,1
منزل کو نہ,1
منزل کا مجھے,1
منزل تک کا,1
منزل تقوی نہ,1
مندی مقام بندگی,1
منتظر وہ سکوں,1
مندی سے بتوں,1
مند گو اس,1
منحرف نہ کیوں,1
منتِ دستار ہے,1
منتظر ہیں کہ,1
منتظر ہیں تمام,1
ملے داد مگر,1
ملے اگر نہ,1
ملا کی شریعت,1
ملی مرے جرم,1
ملخ کھائے کشت,1
ملتیں جب مٹ,1
ملتیں تشکیل پاتی,1
ملتی ہے اور,1
ملتی جو سب,1
ملت کے پاسباں,1
ملت کے مقدر,1
ملت کے دشمنوں,1
ملت کی نمو,1
ملت و ملک,1
ملت میں سمجھے,1
ملامت سنائیو دل,1
ملاقات کب ایسے,1
ملاقات چاہیے مے,1
ملا ہیں صاحب,1
ملنا تیرا اگر,1
ملنے میں رسوائی,1
ملو رقیب سے,1
ملک کو دستور,1
ملی جو اماں,1
ملی تو کہاں,1
ملی انکو سرفرازی,1
ملکوتی خاکی ہوں,1
ملکر گل و,1
ملک کو پہلےبقاوسلامتی,1
ملک کو بہ,1
ملوک ہے مجھ,1
ملک بنا ہے,1
ملک الشعراء رسول,1
ملک اشعراء رسول,1
ملَک سب بجا,1
ملوکیت آثار جنوں,1
ملوکانہ ناپختہ ہے,1
مگر تیرے مقابل,1
مگر حباب کے,1
مگر خاک سے,1
میں آرہوں یہ,1
میں اسرافیل نے,1
میں اسد سنگ,1
میں اسد زندانیِ,1
میں اس کی,1
میں اس قدر,1
میں اخلاص کا,1
میں اتنا ہی,1
میں ابھریں پے,1
میں اب تک,1
میں آیا ہے,1
میں آیا نہ,1
میں آپکو کبھی,1
میں آپ کا,1
میں آفتاب آئے,1
میں آشیانہ کیا,1
میں اسیر ہے,1
میں اشعار کا,1
میں اصلِ شہود,1
میں اپنے شبستان,1
میں اے صاحب,1
میں اگ رہا,1
میں اک حکم,1
میں اک تار,1
میں اچھے آتے,1
میں اپنے پہ,1
میں اٹھا لیتا,1
میں الجھ کر,1
میں آئینہ بند,1
میں اُڑنا سیکھ,1
میں اور دکھ,1
میں انجمن میں,1
میں اماں ملی,1
میں الجھ گیا,1
میں آسماں سارے,1
میں آرزو سرمہ,1
میں باقی ھو,1
میں آرایش جمال,1
میرے پاؤں داب,1
میرے نفسِ بے,1
میرے نطق نے,1
میرے نشیمن کا,1
میرے نالے غزلخواں,1
میرے نالوں کی,1
میرے نالوں کو,1
میرے لئے تو,1
میرے قطرہ خوں,1
میرے شیون کو,1
میرے شبستاں کی,1
میرے شاہِ سلیماں,1
میرے زخم جگر,1
میرے رہیں کیوں,1
میرے دل کا,1
میرے پانو کی,1
میرے پلے ذرا,1
میرے کلام میں,1
مینا نہ چاہیے,1
میں آجائیو اسد,1
میں آ کے,1
میں آ کر,1
میں آ آ,1
مینا کہیں جسے,1
مینا و جام,1
مینا مرے آگے,1
میرے گریباں کو,1
مینا سے ماہتاب,1
میسر ہوا ہے,1
میسر میر و,1
میسر تھیں قربتیں,1
میرے ہونے نے,1
میرے گہر کی,1
میں بار ہا,1
میں باقی ہیں,1
مگر دل کو,1
میں تمنائے روشنی,1
میں جا بیٹھیے,1
میں تیرے کوچے,1
میں تیرے تو,1
میں تیرا رو,1
میں تکمہ کوئی,1
میں تڑپ رہی,1
میں تو کہتے,1
میں تو کعبہ,1
میں تو پھر,1
میں تو مجھے,1
میں تو دم,1
میں تو بچا,1
میں تو بار,1
میں تو ان,1
میں تمھیں کس,1
میں جا رہا,1
میں جا پاؤں,1
میں جادو سا,1
میں جب وقت,1
میں جلتی ہے,1
میں جلا اسدؔ,1
میں جستجو کرتا,1
میں جس نے,1
میں جس در,1
میں جب ہم,1
میں جب سے,1
میں جام آ,1
میں جاں کیوں,1
میں جاں دادۂ,1
میں جانوں کہ,1
میں جانتا ہوں,1
میں جانا پڑا,1
میں جام جم,1
میں تمھیں تم,1
میں تم ہو,1
میں بالیدنِ مضمونِ,1
میں تلوار بھی,1
میں بھی منہ,1
میں بھی معذور,1
میں بھی مت,1
میں بھی خاموش,1
میں بھی اقبالؔ,1
میں بھول گیا,1
میں بکھری کوئی,1
میں بوریا نہ,1
میں بنگر کہ,1
میں بندۂ مومن,1
میں بندہ ء,1
میں بن کے,1
میں بسایا ہے,1
میں بجلی سے,1
میں بتا سکا,1
میں بھی میں,1
میں بھی پاؤں,1
میں بھی ہوں,1
میں بے سرور,1
میں تعبیریں اسد,1
میں تسکینِ اضطراب,1
میں ترے عشق,1
میں تجھ کو,1
میں تا رہے,1
میں بے نالۂ,1
میں بے زباں,1
میں بھی ہے,1
میں بے تکلّف,1
میں بیدادِ رشکِ,1
میں بیاں کس,1
میں بہر مشتاقاں,1
میں بہار کا,1
میں بہار آئی,1
میرے دعوے پہ,1
میرے درباں کا,1
میرے خواب کیساتھ,1
مہرباں قاتل بے,1
میخانے نہ آئیں,1
میخانہ نامراد نہیں,1
میان غیب و,1
می رود مانندِ,1
مۂ لعل سے,1
مہمیز ہے حسد,1
مہماں ہوں اے,1
مہماں کیے ہوئے,1
مہماں کئے ہوئے,1
مہمانِ تغافل ہیں,1
مہریٴ قاتل کہ,1
مہریِ یارانِ وطن,1
مہری قاتل کہ,1
مہرِ گردوں ہے,1
مہرِ نیمروز آپ,1
میدان وفا میں,1
میدانءکربلا ملت کے,1
میدانِ قالی ہے,1
میرا اسے صبح,1
میرا حبابِ موجہٴ,1
میرا حباب موجۂ,1
میرا ترے پیچھے,1
میرا بہ بدی,1
میرا اگر ہنگامہ,1
میرا امتحاں کیوں,1
میرا اسی کوکب,1
میدیِ جاوید گوارا,1
میرا اسدؔ وحشت,1
میرا آشیاں کیوں,1
میر کے شعر,1
میر و سلطاں,1
میر نہیں رُخِ,1
میر سپاہ ناسزا,1
مہرباں کیوں ہو,1
مہرباں دل فگاروں,1
میرے خلاف تڑپ,1
مہرباں تر پھرے,1
مگر یہ حرف,1
مگر یہ بات,1
مگر یاد آیا,1
مگر ہر صبح,1
مگر کیا غم,1
مگر نبی و,1
مگر نا اتنی,1
مگر لکھوائے کوئی,1
مگر غبار ہوئے,1
مگر طاقت پرواز,1
مگر شوخ اتنا,1
مگر شب ہجراں,1
مگر ساقی کے,1
مگر روزِ جزا,1
مگر دل ہوں,1
مہ اختر فشاں,1
مہ رخوں کے,1
مہ میں کیا,1
مہر نیمروز آپ,1
مہرباں بُھولے تو,1
مہربانی ہاۓ دشمن,1
مہر کہنے سے,1
مہر وَش کے,1
مہر و وفا,1
مہر و ماہ,1
مہجوری حد ادراک,1
مہ نو کمال,1
مہتاب کی کرن,1
مہتاب کی قبا,1
مہاجن کا بھی,1
مہ ہو جو,1
مہ و پرویں,1
مہ و ستارہ,1
میرا درد مہجوری,1
میرا دل بے,1
میرا راز داں,1
میرا رہ خوابیدہ,1
میری مشاطگی کی,1
میری لبیک وہاں,1
میری لؤ ھے,1
میری لؤ ٹمٹمائے,1
میری قسمت کا,1
میری قسمت میں,1
میری غریبی کا,1
میری عرصہ آفاق,1
میری صفائے دل,1
میری شکایت کی,1
میری سمجھ میں,1
میری سخت جانی,1
میری سانسوں میں,1
میری زندگی کا,1
میری رستاخیز نہ,1
میری منزل تک,1
میری وگرنہ شعر,1
میری پرسش اس,1
میرے اگر سو,1
میرے خراج کو,1
میرے خدا کو,1
میرے جذبات سے,1
میرے جذب و,1
میرے تن میں,1
میرے بتخانہ میں,1
میرے اندر کفن,1
میری چینِ جبیں,1
میرے اقبال میں,1
میری گھات میں,1
میری گور کے,1
میری گستاخی نہ,1
میری کوتاہیِ قسمت,1
میری کاوش جس,1
میری دلی ہی,1
میری خاموشیوں میں,1
میری جوڑ نہ,1
میرا قد اور,1
میرا نہ دلی,1
میرا نوید امن,1
میرا محمد بھی,1
میرا مجھے فکر,1
میرا قلم میرے,1
میرا قصور تھا,1
میرا قاتل کیا,1
میرا پیار تھا,1
میرا غالبؔ کو,1
میرا علم بلند,1
میرا سنبلستاں سے,1
میرا سراپا رہنِ,1
میرا سراغ آوارۂ,1
میرا سایہ نکلا,1
میرا نہ ہو,1
میرا ہر اک,1
میری تو قبول,1
میری آہِ آتشیں,1
میری تنہائی کا,1
میری بیخودی چلنے,1
میری بندگی میرا,1
میری بلا ڈرے,1
میری بات سمجھنی,1
میری آہیں بخیۂ,1
میری آہ آتشیں,1
میرا ہوائے صبح,1
میری آنکھوں سے,1
میری آنکھ کا,1
میری آستیں میں,1
میراث مرد مومن,1
میرا یا اپنا,1
میرا ہونا برا,1
نفسِ بے اثر,1
نفی سے کرتی,1
وصی زراپرنکل آئیں,1
نے شاخ یقیں,1
نے مجھے بخشے,1
نے مجنوں پہ,1
نے مارا مجھے,1
نے لی گو,1
نے لکھا ہے,1
نے لا رکھا,1
نے قدم قدم,1
نے فقیروں کو,1
نے فاش کر,1
نے غواصی نہ,1
نے غزل لکھوائی,1
نے غبار راہ,1
نے عاشقانہ کیا,1
نے طلب کی,1
نے طرح باغ,1
نے محراب مسجد,1
نے مدعا پایا,1
نے مدّعا پایا,1
نے نہ بخشا,1
نے وہ گنج‌ہاۓ,1
نے وہ دل,1
نے نہیں دیکھا,1
نے نہ کیا,1
نے نہ چاہا,1
نے نہ سہی,1
نے نکما بنا,1
نے مرا ہر,1
نے نقش مدعا,1
نے نقش سویدا,1
نے میں نہ,1
نے میری شکایت,1
نے مُدّعا پایا,1
نے مشرق و,1
نے شیشے کو,1
نے سو تیر,1
نے پائی داد,1
نے سمجھا نہیں,1
نے حوصلہ پیدا,1
نے جگایا ہے,1
نے جب بولنا,1
نے جاتے ہیں,1
کانپ جاتی تھی,1
نے توڑ دی,1
نے بہت نیچے,1
نے بہائی بُنِ,1
نے بھلا دیا,1
نے بوسے مری,1
نے بندِ نقابِ,1
نے بنایا ہے,1
نے بساط اپنی,1
نے بخشے ہیں,1
نے اے اقبالؔ,1
نے خونچکاں مژگانِ,1
نے خوں چھڑکا,1
نے داغِ عیوبِ,1
نے رسوا لگے,1
نے سخن ہم,1
نے سخن رس,1
نے ستم جنوں,1
نے زیست کامزہ,1
نے رنگ اختلاط,1
نے رقص آغاز,1
نے راہ عمل,1
نے دشت امکاں,1
نے راحت طلبی,1
نے ذرا میرے,1
نے دیکھا نہں,1
نے دیا تھا,1
نے دی ہے,1
نے دنیا کو,1
نے ویراں تر,1
نے پاسباں کے,1
نے اور سینہ,1
و ادب قدرت,1
و بغداد یہ,1
و بس یک,1
و بس ہم,1
و بدا حالِ,1
و بام جب,1
و بالا غلامی,1
و بازوےٴ قاتل,1
و بازوئے قاتل,1
و بازوئے فرہاد,1
و بادہ تو,1
و باد نہیں,1
و اکشادہ و,1
و انس و,1
و امید کا,1
و افسردہ و,1
و بندِ غم,1
و بو پر,1
و بو کر,1
و بے غبار,1
و تسبیح و,1
و تازِ جستجو,1
و تابِ دل,1
و تاب میں,1
و تاب اول,1
و تاب آخر,1
و بے ذوق,1
و بو کو,1
و بے دماغ,1
و بیباکی ہر,1
و بیاں ہے,1
و بیاباں میں,1
و بہمن ک,1
و بہ پرفشانیِ,1
و اظہارِ بے,1
و ادا کیا,1
نے پانی تیغ,1
و اتحاد اور,1
نے کہا آخر,1
نے کہ کیوں,1
نے کہ فکر,1
نے کہ تیرے,1
نے کہ اٹھائے,1
نے کسی سے,1
نے کسی اور,1
نے کرے جو,1
نے کر دیا,1
نے کبھی شاہوں,1
نے ڈالے ہیں,1
نے پہاڑوں کو,1
نے پھر اس,1
نے پرستش دیا,1
نے پایا ہے,1
نے کہا کہ,1
نے کی آہ,1
نے کی قاعدے,1
نے ہمیں کج,1
و آرزو مندی,1
نےگوش ِمحبت میں,1
نےاردو کو بخش,1
نے یہ کہا,1
نے ہنوز سادگی,1
نے ہندی مسلمانوں,1
نے ہمیں راندۂ,1
نے کی ہیں,1
نے ہاتھ باگ,1
نے ھدایت کو,1
نے گوشۂ لب,1
نے کیسے تیرے,1
نے کیا ہے,1
نے کیا ہو,1
نے اپنی ہمت,1
نے انسان ہی,1
نہیں صورت عالم,1
نہیں وہ بھی,1
نہیں کرتے درپردہ,1
نہیں کرتے اس,1
نہیں کبھی جو,1
نہیں ڈھونڈ چکا,1
نہیں ڈرتا مگر,1
نہیں ڈر نالہ,1
نہیں چہرہ روشن,1
نہیں پیوند درویش,1
نہیں پیمانۂ الا,1
نہیں پیدا وہاں,1
نہیں پہنائے چمن,1
نہیں پہنائے فطرت,1
نہیں پڑتی ترجمہ,1
نہیں پڑتی اگر,1
نہیں وہ گلستاں,1
نہیں کرتے دل,1
نہیں کرتے مرتے,1
نہیں کرتے نہیں,1
نہیں کہ مجھ,1
نہیں ھوں مستی,1
نہیں ھوں لرزیدہ,1
نہیں ھوں اب,1
نہیں گنجایشِ عداوتِ,1
نہیں گستاخ ہر,1
نہیں گر ہمدمی,1
نہیں کہ عشق,1
نہیں کرتے کس,1
نہیں کہ عرش,1
نہیں کوئی کہے,1
نہیں کوئی ٹکرائیں,1
نہیں کوئی موجود,1
نہیں کوئی غالب,1
نہیں کعبہ میں,1
نہیں وہ دل,1
نہیں وقت ہے,1
نہیں ھیں سوا,1
نہیں وعدۂ سیر,1
نہیں قفس میں,1
نہیں قطرہ اپنا,1
نہیں قائل جب,1
نہیں فرصت ہستی,1
نہیں غیر کی,1
نہیں غالبؔ مفت,1
نہیں غالبؔ فریدون,1
نہیں غالب کہ,1
نہیں غالب عصاۓ,1
نہیں غالب اپنا,1
نہیں علاوہ عید,1
نہیں عشق و,1
نہیں ظلم کر,1
نہیں ظرف تنگنائے,1
نہیں طولانی لطف,1
نہیں لیلیِ معنی,1
نہیں مجھے خرمن,1
نہیں محرم نہیں,1
نہیں میں اگ,1
نہیں ورنہ نہ,1
نہیں وائے محرومیِ,1
نہیں نہیں میں,1
نہیں نفی سے,1
نہیں ناصاف صوفی,1
نہیں میں جو,1
نہیں میرے اقبال,1
نہیں مردان جفاکش,1
نہیں مگر غبار,1
نہیں مگر آرزو,1
نہیں ملنا تیرا,1
نہیں ملتی جو,1
نہیں معلوم کس,1
